0,0,0
1,1,0
2,1,0
3,2,0
4,2,0
5,3,0
6,4,0
7,4,0
8,5,0
9,5,0
10,6,0
11,7,0
12,7,0
13,8,0
14,8,0
15,9,0
16,10,0
17,10,0
18,11,0
19,11,0
20,12,0
21,13,0
22,13,0
23,14,0
24,14,0
25,15,0
26,16,0
27,16,0
28,17,0
29,17,0
30,18,0
31,19,0
32,19,0
33,20,0
34,20,0
35,21,0
36,22,0
37,22,0
38,23,0
39,23,0
40,24,0
41,25,0
42,25,0
43,26,0
44,26,0
45,27,0
46,28,0
47,28,0
48,29,0
49,29,0
50,30,0
51,31,0
52,31,0
53,32,0
54,32,0
55,33,0
56,34,0
57,34,0
58,35,0
59,35,0
60,36,0
61,37,0
62,37,0
63,38,0
64,38,0
65,39,0
66,40,0
67,40,0
68,41,0
69,41,0
70,42,0
71,43,0
72,43,0
73,44,0
74,44,0
75,45,0
76,46,0
77,46,0
78,47,0
79,47,0
80,48,0
81,49,0
82,49,0
83,50,0
84,50,0
85,51,0
86,52,0
87,52,0
88,53,0
89,53,0
90,54,0
91,55,0
92,55,0
93,56,0
94,56,0
95,57,0
96,58,0
97,58,0
98,59,0
99,59,0
100,60,0
101,61,0
102,61,0
103,62,0
104,62,0
105,63,0
106,64,0
107,64,0
108,65,0
109,65,0
110,66,0
111,67,0
112,67,0
113,68,0
114,68,0
115,69,0
116,70,0
117,70,0
118,71,0
119,71,0
120,72,0
121,73,0
122,73,0
123,74,0
124,74,0
125,75,0
126,76,0
127,76,0
128,77,0
129,77,0
130,78,0
131,79,0
132,79,0
133,80,0
134,80,0
135,81,0
136,82,0
137,82,0
138,83,0
139,83,0
140,84,0
141,85,0
142,85,0
143,86,0
144,86,0
145,87,0
146,88,0
147,88,0
148,89,0
149,89,0
150,90,0
151,91,0
152,91,0
153,92,0
154,92,0
155,93,0
156,94,0
157,94,0
158,95,0
159,95,0
160,96,0
161,97,0
162,97,0
163,98,0
164,98,0
165,99,0
166,100,0
167,100,0
168,101,0
169,101,0
170,102,0
171,103,0
172,103,0
173,104,0
174,104,0
175,105,0
176,106,0
177,106,0
178,107,0
179,107,0
180,108,0
181,109,0
182,109,0
183,110,0
184,110,0
185,111,0
186,112,0
187,112,0
188,113,0
189,113,0
190,114,0
191,115,0
192,115,0
193,116,0
194,116,0
195,117,0
196,118,0
197,118,0
198,119,0
199,119,0
200,120,0
201,121,0
202,121,0
203,122,0
204,122,0
205,123,0
206,124,0
207,124,0
208,125,0
209,125,0
210,126,0
211,127,0
212,127,0
213,128,0
214,128,0
215,129,0
216,130,0
217,130,0
218,131,0
219,131,0
220,132,0
221,133,0
222,133,0
223,134,0
224,134,0
225,135,0
226,136,0
227,136,0
228,137,0
229,137,0
230,138,0
231,139,0
232,139,0
233,140,0
234,140,0
235,141,0
236,142,0
237,142,0
238,143,0
239,143,0
240,144,0
241,145,0
242,145,0
243,146,0
244,146,0
245,147,0
246,148,0
247,148,0
248,149,0
249,149,0
250,150,0
251,151,0
252,151,0
253,152,0
254,152,0
255,153,0
